lind	locus	bs_outl
1744	L2162	0
1745	L2163	0
1746	L2164	0
1747	L2165	0
1748	L2167	0
1749	L2168	0
1750	L2170	1
1751	L2172	0
1752	L2173	0
1753	L2174	0
1754	L2175	0
1755	L2176	0
1756	L2177	0
1757	L2178	0
1758	L2179	0
1759	L2180	0
1760	L2181	0
1761	L2183	0
1762	L2184	0
1763	L2185	0
1764	L2186	0
1765	L2188	0
1766	L2189	0
1767	L2190	0
1768	L2191	0
1769	L2192	0
1770	L2193	0
1771	L2194	0
1772	L2195	0
1773	L2196	0
1774	L2197	0
1775	L2198	0
1776	L2199	0
1777	L2200	0
1778	L2202	0
1779	L2203	1
1780	L2204	0
1781	L2205	0
1782	L2206	0
1783	L2207	0
1784	L2208	0
1785	L2209	0
1786	L2210	0
1787	L2211	0
1788	L2212	0
1789	L2213	0
1790	L2214	0
1791	L2216	0
1792	L2218	1
1793	L2219	1
1794	L2220	0
1795	L2221	0
1796	L2222	0
1797	L2223	0
1798	L2224	0
1799	L2225	1
1800	L2226	0
1801	L2228	0
1802	L2229	0
1803	L2230	0
1804	L2231	0
1805	L2232	0
1806	L2233	0
1807	L2234	0
1808	L2235	0
1809	L2236	0
1810	L2237	0
1811	L2238	0
1812	L2239	0
1813	L2240	0
1814	L2241	0
1815	L2242	0
1816	L2243	0
1817	L2244	0
1818	L2245	1
1819	L2246	0
1820	L2247	0
1821	L2248	0
1822	L2249	0
1823	L2250	0
1824	L2251	0
1825	L2252	0
1826	L2253	0
1827	L2254	0
1828	L2255	0
1829	L2256	1
1830	L2257	0
1831	L2258	0
1832	L2259	0
1833	L2260	1
1834	L2261	0
1835	L2262	0
1836	L2263	0
1837	L2264	0
1838	L2266	0
1839	L2267	1
1840	L2268	0
1841	L2269	0
1842	L2270	0
1843	L2271	0
1844	L2272	0
1845	L2273	0
1846	L2274	0
1847	L2275	0
1848	L2276	0
1849	L2277	0
1850	L2278	0
1851	L2279	1
1852	L2280	0
1853	L2282	1
1854	L2283	0
1855	L2284	0
1856	L2285	0
1857	L2286	1
1858	L2289	0
1859	L2290	0
1860	L2291	0
1861	L2292	1
1862	L2294	0
1863	L2295	0
1864	L2296	0
1865	L2297	0
1866	L2299	0
1867	L2300	0
1868	L2301	0
1869	L2302	0
1870	L2303	0
1871	L2304	0
1872	L2306	0
1873	L2308	0
1874	L2311	0
1875	L2312	0
1876	L2313	0
1877	L2315	0
1878	L2316	0
1879	L2317	0
1880	L2318	0
1881	L2320	0
1882	L2321	0
1883	L2323	0
1884	L2324	0
1885	L2325	0
1886	L2326	0
1887	L2327	0
1888	L2328	1
1889	L2329	0
1890	L2330	0
1891	L2331	0
1892	L2332	0
1893	L2333	0
1894	L2334	0
1895	L2335	0
1896	L2336	0
1897	L2337	1
1898	L2339	0
1899	L2340	0
1900	L2341	0
1901	L2342	0
1902	L2344	0
1903	L2345	0
1904	L2346	0
1905	L2347	0
1906	L2348	0
1907	L2349	1
1908	L2350	0
1909	L2351	0
1910	L2352	0
1911	L2353	0
1912	L2355	0
1913	L2356	0
1914	L2357	0
1915	L2358	0
1916	L2359	0
1917	L2360	0
1918	L2361	0
1919	L2363	0
1920	L2364	0
1921	L2365	0
1922	L2366	0
1923	L2367	0
1924	L2368	0
1925	L2369	0
1926	L2370	0
1927	L2371	0
1928	L2373	0
1929	L2374	0
1930	L2376	0
1931	L2377	0
1932	L2378	0
1933	L2379	0
1934	L2380	0
1935	L2381	0
1936	L2382	0
1937	L2383	1
1938	L2385	0
1939	L2386	0
1940	L2387	0
1941	L2388	0
1942	L2389	0
1943	L2390	0
1944	L2391	0
1945	L2392	0
1946	L2393	0
1947	L2394	0
1948	L2395	0
1949	L2396	0
1950	L2397	1
1951	L2398	0
1952	L2401	0
1953	L2402	0
1954	L2403	0
1955	L2404	0
1956	L2405	0
1957	L2406	0
1958	L2407	0
1959	L2408	0
1960	L2409	0
1961	L2411	0
1962	L2412	0
1963	L2413	0
1964	L2414	0
1965	L2415	0
1966	L2416	0
1967	L2417	0
1968	L2418	0
1969	L2419	0
1970	L2420	0
1971	L2421	0
1972	L2422	0
1973	L2424	0
1974	L2425	0
1975	L2426	0
1976	L2427	0
1977	L2428	0
1978	L2429	0
1979	L2431	0
1980	L2432	1
1981	L2434	0
1982	L2435	1
1983	L2436	0
1984	L2437	0
1985	L2438	0
1986	L2439	0
1987	L2440	0
1988	L2441	0
1989	L2442	0
1990	L2443	0
1991	L2445	0
1992	L2447	0
1993	L2448	0
1994	L2449	0
1995	L2450	0
1996	L2451	0
1997	L2452	1
1998	L2453	1
1999	L2454	0
2000	L2455	0
2001	L2456	0
2002	L2458	0
2003	L2459	0
2004	L2460	0
2005	L2461	0
2006	L2462	1
2007	L2463	1
2008	L2464	0
2009	L2465	0
2010	L2466	0
2011	L2467	0
2012	L2468	0
2013	L2469	0
2014	L2470	0
2015	L2471	1
2016	L2473	0
2017	L2474	1
2018	L2475	0
2019	L2476	0
2020	L2477	0
2021	L2478	0
2022	L2480	0
2023	L2481	0
2024	L2483	0
2025	L2484	0
2026	L2486	0
2027	L2487	0
2028	L2488	0
2029	L2491	0
2030	L2492	0
2031	L2493	0
2032	L2496	0
2033	L2497	0
2034	L2498	0
2035	L2499	0
2036	L2500	0
2037	L2501	1
2038	L2503	0
2039	L2504	0
2040	L2505	0
2041	L2506	0
2042	L2507	0
2043	L2508	0
2044	L2509	0
2045	L2510	0
2046	L2511	0
2047	L2512	0
2048	L2513	0
2049	L2514	0
2050	L2515	0
2051	L2516	0
2052	L2517	0
2053	L2518	0
2054	L2519	0
2055	L2520	0
2056	L2522	0
2057	L2524	0
2058	L2525	0
2059	L2526	0
2060	L2527	0
2061	L2529	0
2062	L2530	0
2063	L2531	0
2064	L2532	0
2065	L2534	0
2066	L2535	0
2067	L2536	0
2068	L2537	0
2069	L2538	0
2070	L2539	0
2071	L2540	0
2072	L2541	0
2073	L2542	0
2074	L2543	0
2075	L2545	0
2076	L2546	0
2077	L2547	0
2078	L2548	0
2079	L2549	0
2080	L2550	0
2081	L2551	1
2082	L2552	0
2083	L2553	0
2084	L2554	0
2085	L2555	0
2086	L2557	0
2087	L2558	0
2088	L2559	0
2089	L2560	0
2090	L2561	0
2091	L2562	0
2092	L2563	0
2093	L2564	0
2094	L2565	0
2095	L2567	0
2096	L2568	0
2097	L2569	0
2098	L2570	0
2099	L2571	0
2100	L2572	0
2101	L2574	0
2102	L2575	0
2103	L2576	0
2104	L2577	0
2105	L2578	0
2106	L2579	0
2107	L2580	0
2108	L2581	0
2109	L2582	0
2110	L2583	0
2111	L2585	0
2112	L2586	1
2113	L2587	0
2114	L2588	0
2115	L2589	0
2116	L2590	0
2117	L2591	0
2118	L2592	0
2119	L2593	0
2120	L2595	0
2121	L2596	0
2122	L2597	0
2123	L2598	0
2124	L2599	0
2125	L2600	0
2126	L2601	1
2127	L2602	0
2128	L2603	1
2129	L2604	0
2130	L2605	1
2131	L2606	0
2132	L2607	0
2133	L2608	0
2134	L2609	0
2135	L2610	0
2136	L2611	0
2137	L2613	0
2138	L2614	0
2139	L2615	0
2140	L2616	0
2141	L2617	0
2142	L2618	0
2143	L2619	0
2144	L2620	0
2145	L2621	1
2146	L2622	0
2147	L2623	0
2148	L2624	0
2149	L2625	0
2150	L2626	0
2151	L2628	0
2152	L2629	0
2153	L2630	0
2154	L2631	0
2155	L2632	0
2156	L2633	0
2157	L2634	0
2158	L2635	0
2159	L2636	0
2160	L2637	0
2161	L2638	0
2162	L2639	0
2163	L2640	0
2164	L2641	0
2165	L2642	1
2166	L2643	0
2167	L2644	0
2168	L2645	0
2169	L2646	0
2170	L2647	0
2171	L2648	0
2172	L2649	0
2173	L2650	0
2174	L2651	0
2175	L2652	0
2176	L2653	0
2177	L2654	0
2178	L2655	0
2179	L2656	0
2180	L2657	0
2181	L2658	0
2182	L2659	0
2183	L2660	0
2184	L2661	0
2185	L2662	0
2186	L2663	0
2187	L2664	0
2188	L2666	0
2189	L2668	0
2190	L2669	0
2191	L2670	0
2192	L2671	0
2193	L2672	0
2194	L2673	0
2195	L2674	0
2196	L2676	0
2197	L2677	0
2198	L2678	0
2199	L2679	0
2200	L2680	0
2201	L2681	0
2202	L2682	0
2203	L2683	0
2204	L2684	0
2205	L2686	0
2206	L2688	0
2207	L2689	0
2208	L2691	0
2209	L2692	0
2210	L2693	0
2211	L2694	0
2212	L2695	0
2213	L2696	0
2214	L2697	0
2215	L2698	0
2216	L2699	0
2217	L2700	0
2218	L2701	0
2219	L2702	0
2220	L2703	0
2221	L2704	0
2222	L2705	0
2223	L2706	0
2224	L2707	0
2225	L2708	0
2226	L2709	0
2227	L2710	0
2228	L2711	0
2229	L2712	0
2230	L2713	0
2231	L2714	0
2232	L2715	0
2233	L2716	0
2234	L2717	0
2235	L2718	0
2236	L2719	0
2237	L2720	0
2238	L2721	0
2239	L2723	0
2240	L2724	1
2241	L2725	0
2242	L2726	0
2243	L2727	1
2244	L2728	0
2245	L2729	0
2246	L2730	0
2247	L2731	0
2248	L2733	0
2249	L2734	0
2250	L2735	0
2251	L2736	0
2252	L2737	0
2253	L2738	0
2254	L2739	1
2255	L2740	0
2256	L2742	0
2257	L2743	0
2258	L2744	0
2259	L2745	0
2260	L2746	0
2261	L2747	0
2262	L2748	0
2263	L2749	0
2264	L2750	0
2265	L2752	0
2266	L2753	0
2267	L2754	0
2268	L2755	1
2269	L2756	0
2270	L2757	0
2271	L2758	0
2272	L2759	0
2273	L2760	0
2274	L2762	0
2275	L2763	1
2276	L2764	0
2277	L2765	0
2278	L2766	0
2279	L2767	0
2280	L2768	0
2281	L2769	0
2282	L2770	0
2283	L2771	0
2284	L2772	0
2285	L2774	0
2286	L2776	0
2287	L2777	0
2288	L2778	0
2289	L2779	0
2290	L2780	0
2291	L2781	0
2292	L2782	0
2293	L2783	0
2294	L2784	0
2295	L2785	0
2296	L2786	0
2297	L2787	0
2298	L2788	0
2299	L2789	0
2300	L2790	0
2301	L2791	0
2302	L2792	0
2303	L2794	0
2304	L2795	0
2305	L2796	0
2306	L2797	0
2307	L2798	0
2308	L2799	0
2309	L2800	0
2310	L2801	0
2311	L2802	0
2312	L2803	1
2313	L2804	0
2314	L2805	0
2315	L2806	0
2316	L2807	0
2317	L2808	0
2318	L2809	0
2319	L2810	0
2320	L2811	0
2321	L2812	0
2322	L2813	0
2323	L2814	0
2324	L2815	0
2325	L2816	0
2326	L2817	1
2327	L2818	0
2328	L2822	0
2329	L2823	0
2330	L2824	0
2331	L2825	0
2332	L2826	0
2333	L2827	0
2334	L2828	0
2335	L2829	0
2336	L2830	0
2337	L2831	0
2338	L2832	0
2339	L2833	0
2340	L2834	0
2341	L2835	0
2342	L2836	0
2343	L2837	0
2344	L2838	0
2345	L2839	0
2346	L2840	0
2347	L2841	0
2348	L2842	0
2349	L2843	0
2350	L2845	0
2351	L2846	0
2352	L2847	0
2353	L2849	0
2354	L2850	0
2355	L2851	0
2356	L2852	0
2357	L2853	0
2358	L2854	0
2359	L2855	0
2360	L2856	0
2361	L2857	0
2362	L2858	0
2363	L2859	0
2364	L2860	0
2365	L2861	0
2366	L2862	0
2367	L2863	0
2368	L2866	0
2369	L2867	0
2370	L2868	0
2371	L2869	0
2372	L2870	0
2373	L2871	0
2374	L2872	0
2375	L2873	0
2376	L2874	0
2377	L2875	0
2378	L2876	0
2379	L2879	0
2380	L2880	0
2381	L2881	0
2382	L2882	0
2383	L2883	0
2384	L2884	1
2385	L2885	0
2386	L2886	0
2387	L2887	0
2388	L2888	0
2389	L2890	0
2390	L2891	0
2391	L2892	0
2392	L2893	0
2393	L2894	0
2394	L2895	0
2395	L2896	0
2396	L2897	0
2397	L2899	0
2398	L2900	0
2399	L2901	0
2400	L2902	0
2401	L2903	0
2402	L2904	0
2403	L2906	0
2404	L2908	0
2405	L2909	0
2406	L2910	0
2407	L2911	0
2408	L2912	0
2409	L2913	0
2410	L2915	0
2411	L2916	1
2412	L2918	0
2413	L2919	0
2414	L2920	0
2415	L2921	0
2416	L2923	0
2417	L2924	0
2418	L2925	0
2419	L2926	0
2420	L2928	0
2421	L2929	0
2422	L2930	0
2423	L2931	0
2424	L2932	0
2425	L2933	0
2426	L2935	0
2427	L2936	0
2428	L2937	0
2429	L2938	0
2430	L2940	0
2431	L2941	0
2432	L2942	1
2433	L2943	0
2434	L2944	0
2435	L2945	0
2436	L2946	0
2437	L2947	0
2438	L2948	0
2439	L2949	0
2440	L2950	1
2441	L2951	0
2442	L2952	0
2443	L2953	0
2444	L2954	0
2445	L2955	0
2446	L2956	0
2447	L2957	1
2448	L2958	0
2449	L2959	0
2450	L2960	0
2451	L2961	0
2452	L2962	0
2453	L2963	0
2454	L2964	0
2455	L2965	0
2456	L2966	0
2457	L2967	0
2458	L2969	0
2459	L2970	0
2460	L2971	0
2461	L2972	0
2462	L2973	0
2463	L2974	0
2464	L2975	0
2465	L2976	0
2466	L2977	0
2467	L2978	0
2468	L2979	0
2469	L2980	1
2470	L2982	0
2471	L2983	0
2472	L2984	0
2473	L2987	0
2474	L2988	0
2475	L2989	0
2476	L2990	0
2477	L2991	0
2478	L2993	1
2479	L2994	0
2480	L2995	0
2481	L2996	1
2482	L2997	0
2483	L2998	0
2484	L2999	0
2485	L3000	0
2486	L3001	0
2487	L3002	0
2488	L3003	0
2489	L3004	0
2490	L3005	0
2491	L3006	1
2492	L3007	0
2493	L3008	0
2494	L3009	0
2495	L3010	0
2496	L3011	0
2497	L3013	1
2498	L3014	0
2499	L3015	0
2500	L3016	0
2501	L3017	0
2502	L3018	0
2503	L3019	0
2504	L3021	0
2505	L3022	0
2506	L3023	0
2507	L3024	0
2508	L3025	0
2509	L3026	1
2510	L3027	0
2511	L3028	0
2512	L3029	0
2513	L3030	0
2514	L3031	0
2515	L3032	0
2516	L3033	0
2517	L3034	1
2518	L3036	0
2519	L3037	0
2520	L3038	1
2521	L3040	0
2522	L3041	1
2523	L3042	0
2524	L3043	0
2525	L3044	1
2526	L3045	0
2527	L3046	0
2528	L3047	0
2529	L3048	0
2530	L3049	0
2531	L3050	0
2532	L3051	0
2533	L3052	0
2534	L3053	0
2535	L3054	0
2536	L3055	0
2537	L3056	0
2538	L3057	0
2539	L3058	0
2540	L3059	0
2541	L3060	0
2542	L3061	0
2543	L3062	0
2544	L3063	0
2545	L3064	0
2546	L3065	0
2547	L3066	0
2548	L3067	0
2549	L3070	0
2550	L3071	0
2551	L3072	1
2552	L3073	0
2553	L3074	0
2554	L3075	0
2555	L3076	0
2556	L3077	0
2557	L3078	0
2558	L3080	0
2559	L3081	0
2560	L3082	0
2561	L3083	0
2562	L3084	1
2563	L3085	1
2564	L3086	0
2565	L3087	0
2566	L3088	0
2567	L3090	0
2568	L3091	0
2569	L3092	0
2570	L3093	0
2571	L3095	0
2572	L3096	0
2573	L3097	0
2574	L3098	0
2575	L3099	0
2576	L3100	0
2577	L3102	0
2578	L3103	0
2579	L3104	0
2580	L3105	0
2581	L3106	0
2582	L3107	0
2583	L3108	0
2584	L3109	0
2585	L3110	0
2586	L3111	0
2587	L3112	0
2588	L3113	0
2589	L3115	0
2590	L3116	0
2591	L3117	1
2592	L3118	0
2593	L3119	0
2594	L3120	0
2595	L3121	1
2596	L3122	0
2597	L3123	0
2598	L3124	0
2599	L3125	0
2600	L3126	0
2601	L3127	0
2602	L3128	0
2603	L3129	0
2604	L3130	1
2605	L3131	0
2606	L3132	0
2607	L3134	0
2608	L3135	0
2609	L3136	0
2610	L3137	0
2611	L3139	0
2612	L3140	0
2613	L3141	0
2614	L3142	0
2615	L3143	0
2616	L3144	0
2617	L3145	0
2618	L3146	0
2619	L3148	0
2620	L3150	0
2621	L3151	0
2622	L3152	0
2623	L3153	0
2624	L3154	0
2625	L3155	0
2626	L3156	0
2627	L3158	0
2628	L3159	0
2629	L3161	0
2630	L3162	0
2631	L3164	1
2632	L3165	0
2633	L3166	0
2634	L3168	0
2635	L3169	0
2636	L3170	0
2637	L3171	0
2638	L3172	0
2639	L3173	0
2640	L3174	0
2641	L3175	0
2642	L3177	0
2643	L3178	0
2644	L3179	1
2645	L3180	0
2646	L3181	0
2647	L3182	0
2648	L3183	0
2649	L3184	0
2650	L3185	0
2651	L3186	0
2652	L3187	0
2653	L3188	0
2654	L3189	1
2655	L3190	0
2656	L3191	0
2657	L3192	0
2658	L3193	0
2659	L3194	0
2660	L3195	0
2661	L3196	0
2662	L3197	0
2663	L3198	1
2664	L3199	0
2665	L3200	0
2666	L3202	0
2667	L3203	0
2668	L3204	0
2669	L3205	0
2670	L3206	0
2671	L3207	0
2672	L3208	0
2673	L3209	0
2674	L3210	0
2675	L3211	0
2676	L3212	0
2677	L3214	0
2678	L3215	0
2679	L3216	0
2680	L3217	0
2681	L3218	0
2682	L3219	0
2683	L3220	0
2684	L3221	0
2685	L3223	0
2686	L3224	0
2687	L3225	0
2688	L3226	0
2689	L3227	0
2690	L3229	0
2691	L3230	0
2692	L3231	0
2693	L3232	0
2694	L3233	0
2695	L3234	0
2696	L3235	1
2697	L3236	0
2698	L3238	0
2699	L3240	0
2700	L3241	0
2701	L3242	0
2702	L3243	0
2703	L3244	0
2704	L3245	0
2705	L3246	0
2706	L3247	0
2707	L3248	1
2708	L3249	0
2709	L3250	0
2710	L3251	0
2711	L3252	0
2712	L3253	0
2713	L3254	0
2714	L3255	0
2715	L3257	0
2716	L3258	0
2717	L3259	0
2718	L3261	1
2719	L3262	0
2720	L3263	0
2721	L3264	0
2722	L3265	0
2723	L3266	0
2724	L3267	0
2725	L3268	0
2726	L3269	0
2727	L3270	0
2728	L3271	0
2729	L3273	0
2730	L3274	0
2731	L3276	0
2732	L3277	0
2733	L3278	0
2734	L3280	0
2735	L3282	0
2736	L3283	0
2737	L3284	0
2738	L3285	0
2739	L3286	0
2740	L3287	1
2741	L3289	0
2742	L3291	0
2743	L3293	0
2744	L3294	0
2745	L3295	0
2746	L3296	0
2747	L3297	0
2748	L3298	0
2749	L3299	0
2750	L3300	0
2751	L3301	0
2752	L3302	0
2753	L3303	0
2754	L3304	0
2755	L3305	1
2756	L3306	0
2757	L3307	0
2758	L3308	1
2759	L3309	1
2760	L3310	0
2761	L3312	1
2762	L3313	0
2763	L3316	0
2764	L3317	0
2765	L3318	1
2766	L3319	0
2767	L3320	0
2768	L3321	0
2769	L3322	0
2770	L3323	0
2771	L3324	0
2772	L3325	1
2773	L3326	0
2774	L3327	0
2775	L3328	0
2776	L3329	0
2777	L3330	0
2778	L3331	1
2779	L3333	0
2780	L3334	0
2781	L3335	0
2782	L3336	0
2783	L3337	0
2784	L3338	0
2785	L3339	0
2786	L3340	0
2787	L3341	0
2788	L3342	1
2789	L3343	0
2790	L3344	0
2791	L3345	0
2792	L3346	0
2793	L3347	0
2794	L3348	0
2795	L3350	1
2796	L3351	0
2797	L3352	0
2798	L3353	0
2799	L3354	0
2800	L3355	0
2801	L3356	1
2802	L3359	0
2803	L3360	1
2804	L3361	0
2805	L3362	0
2806	L3363	0
2807	L3364	0
2808	L3365	0
2809	L3366	0
2810	L3367	0
2811	L3368	0
2812	L3370	0
2813	L3371	0
2814	L3372	0
2815	L3373	0
2816	L3374	0
2817	L3375	0
2818	L3376	1
2819	L3377	0
2820	L3378	0
2821	L3379	1
2822	L3380	0
2823	L3381	1
2824	L3382	1
2825	L3383	1
2826	L3384	0
2827	L3385	0
2828	L3386	1
2829	L3387	0
2830	L3388	0
2831	L3390	1
2832	L3391	0
2833	L3392	0
2834	L3393	0
2835	L3396	0
2836	L3397	0
2837	L3398	0
2838	L3399	0
2839	L3400	0
2840	L3401	0
2841	L3402	0
2842	L3403	0
2843	L3404	0
2844	L3405	0
2845	L3407	0
2846	L3409	0
2847	L3410	1
2848	L3411	0
2849	L3412	0
2850	L3413	0
2851	L3414	0
2852	L3415	0
2853	L3416	0
2854	L3417	0
2855	L3418	0
2856	L3419	0
2857	L3420	1
2858	L3422	0
2859	L3423	0
2860	L3425	1
2861	L3426	0
2862	L3427	1
2863	L3429	0
2864	L3430	0
2865	L3431	0
2866	L3433	0
2867	L3434	1
2868	L3435	0
2869	L3436	0
2870	L3437	0
2871	L3438	0
2872	L3439	0
2873	L3440	0
2874	L3442	0
2875	L3443	0
2876	L3444	1
2877	L3446	0
2878	L3447	0
2879	L3448	0
2880	L3450	0
2881	L3451	0
2882	L3452	0
2883	L3453	0
2884	L3454	0
2885	L3455	0
2886	L3456	0
2887	L3457	0
2888	L3458	0
2889	L3459	1
2890	L3460	0
2891	L3461	0
2892	L3463	0
2893	L3464	0
2894	L3465	0
2895	L3466	0
2896	L3467	0
2897	L3468	0
2898	L3470	0
2899	L3471	0
2900	L3472	0
2901	L3473	0
2902	L3474	0
2903	L3475	0
2904	L3476	1
2905	L3477	0
2906	L3478	0
2907	L3479	0
2908	L3482	0
2909	L3483	1
2910	L3484	0
2911	L3485	0
2912	L3486	0
2913	L3487	0
2914	L3488	0
2915	L3489	0
2916	L3490	0
2917	L3491	0
2918	L3492	0
2919	L3494	1
2920	L3495	0
2921	L3496	0
2922	L3497	0
2923	L3498	0
2924	L3499	0
2925	L3500	0
2926	L3501	0
2927	L3502	0
2928	L3503	0
2929	L3505	0
2930	L3506	0
2931	L3508	0
2932	L3509	0
2933	L3511	0
2934	L3512	0
2935	L3513	0
2936	L3515	1
2937	L3516	0
2938	L3517	0
2939	L3518	0
2940	L3519	0
2941	L3520	1
2942	L3521	0
2943	L3522	0
2944	L3524	0
2945	L3525	0
2946	L3526	0
2947	L3528	0
2948	L3529	0
2949	L3530	0
2950	L3532	0
2951	L3533	0
2952	L3534	0
2953	L3535	0
2954	L3536	0
2955	L3538	1
2956	L3539	0
2957	L3540	0
2958	L3541	0
2959	L3542	0
2960	L3543	0
2961	L3544	0
2962	L3545	0
2963	L3546	0
2964	L3547	0
2965	L3548	0
2966	L3549	0
2967	L3550	0
2968	L3551	1
2969	L3552	0
2970	L3553	0
2971	L3554	0
2972	L3556	0
2973	L3557	1
2974	L3558	0
2975	L3560	0
2976	L3561	0
2977	L3562	0
2978	L3563	0
2979	L3564	0
2980	L3565	0
2981	L3566	0
2982	L3567	0
2983	L3568	0
2984	L3569	0
2985	L3570	0
2986	L3573	0
2987	L3574	0
2988	L3575	0
2989	L3576	0
2990	L3577	0
2991	L3579	0
2992	L3580	1
2993	L3581	0
2994	L3582	0
2995	L3583	0
2996	L3584	0
2997	L3585	0
2998	L3586	0
2999	L3587	0
3000	L3588	0
3001	L3589	0
3002	L3590	0
3003	L3591	0
3004	L3592	0
3005	L3593	0
3006	L3594	0
3007	L3595	0
3008	L3596	0
3009	L3598	0
3010	L3599	0
3011	L3601	0
3012	L3602	0
3013	L3603	0
3014	L3605	0
3015	L3606	0
3016	L3607	0
3017	L3608	1
3018	L3609	0
3019	L3610	0
3020	L3612	0
3021	L3613	0
3022	L3614	0
3023	L3615	0
3024	L3616	0
3025	L3617	0
3026	L3618	0
3027	L3619	0
3028	L3620	0
3029	L3621	0
3030	L3622	0
3031	L3623	0
3032	L3624	0
3033	L3625	0
3034	L3626	0
3035	L3628	0
3036	L3629	0
3037	L3630	1
3038	L3631	0
3039	L3632	0
3040	L3634	0
3041	L3636	0
3042	L3638	0
3043	L3639	0
3044	L3640	0
3045	L3642	0
3046	L3644	0
3047	L3645	0
3048	L3646	0
3049	L3647	0
3050	L3649	0
3051	L3650	0
3052	L3651	1
3053	L3652	0
3054	L3653	1
3055	L3654	0
3056	L3655	0
3057	L3656	0
3058	L3657	0
3059	L3658	0
3060	L3659	0
3061	L3660	0
3062	L3661	0
3063	L3662	0
3064	L3663	0
3065	L3664	0
3066	L3665	0
3067	L3666	0
3068	L3668	0
3069	L3669	0
3070	L3670	0
3071	L3671	0
3072	L3672	0
3073	L3673	0
3074	L3674	0
3075	L3675	0
3076	L3676	1
3077	L3677	0
3078	L3678	0
3079	L3679	0
3080	L3680	0
3081	L3681	0
3082	L3682	0
3083	L3683	0
3084	L3685	0
3085	L3687	0
3086	L3688	0
3087	L3689	0
3088	L3690	0
3089	L3691	0
3090	L3693	0
3091	L3694	0
3092	L3695	0
3093	L3696	0
3094	L3697	0
3095	L3698	0
3096	L3699	0
3097	L3700	0
3098	L3702	0
3099	L3703	0
3100	L3704	0
3101	L3705	0
3102	L3706	0
3103	L3707	0
3104	L3708	0
3105	L3709	1
3106	L3710	0
3107	L3711	0
3108	L3712	0
3109	L3713	1
3110	L3715	0
3111	L3716	0
3112	L3717	0
3113	L3718	0
3114	L3720	0
3115	L3721	0
3116	L3724	0
3117	L3725	0
3118	L3726	0
3119	L3727	1
3120	L3728	0
3121	L3729	0
3122	L3730	1
3123	L3731	0
3124	L3732	0
3125	L3733	0
3126	L3734	0
3127	L3735	0
3128	L3736	0
3129	L3737	0
3130	L3738	0
3131	L3739	0
3132	L3740	0
3133	L3741	0
3134	L3742	0
3135	L3743	0
3136	L3744	0
3137	L3745	0
3138	L3746	0
3139	L3748	0
3140	L3749	0
3141	L3750	0
3142	L3752	0
3143	L3753	0
3144	L3754	0
3145	L3755	0
3146	L3756	0
3147	L3757	0
3148	L3759	0
3149	L3760	0
3150	L3761	0
3151	L3762	0
3152	L3763	0
3153	L3764	0
3154	L3765	0
3155	L3767	0
3156	L3770	0
3157	L3771	0
3158	L3772	0
3159	L3773	0
3160	L3774	0
3161	L3775	0
3162	L3776	0
3163	L3777	0
3164	L3779	0
3165	L3780	0
3166	L3781	0
3167	L3782	0
3168	L3783	0
3169	L3784	0
3170	L3785	0
3171	L3786	0
3172	L3788	0
3173	L3789	0
3174	L3790	0
3175	L3791	0
3176	L3792	0
3177	L3793	0
3178	L3796	0
3179	L3797	0
3180	L3798	0
3181	L3799	0
3182	L3800	1
3183	L3803	0
3184	L3805	0
3185	L3806	1
3186	L3807	0
3187	L3808	0
3188	L3809	0
3189	L3810	0
3190	L3811	0
3191	L3812	0
3192	L3813	0
3193	L3814	0
3194	L3815	0
3195	L3816	1
3196	L3818	1
3197	L3819	0
3198	L3820	1
3199	L3821	0
3200	L3822	0
3201	L3824	0
3202	L3825	0
3203	L3826	0
3204	L3827	0
3205	L3828	0
3206	L3829	0
3207	L3830	1
3208	L3831	0
3209	L3833	0
3210	L3834	0
3211	L3836	0
3212	L3837	1
3213	L3839	0
3214	L3840	0
3215	L3841	0
3216	L3842	0
3217	L3843	0
3218	L3844	0
3219	L3845	0
3220	L3846	0
3221	L3847	0
3222	L3848	1
3223	L3849	0
3224	L3850	1
3225	L3851	0
3226	L3852	0
3227	L3853	0
3228	L3854	0
3229	L3855	0
3230	L3857	0
3231	L3858	0
3232	L3859	0
3233	L3860	1
3234	L3861	0
3235	L3863	0
3236	L3864	0
3237	L3865	0
3238	L3866	0
3239	L3867	0
3240	L3868	0
3241	L3869	0
3242	L3870	0
3243	L3871	0
3244	L3872	0
3245	L3873	0
3246	L3874	0
3247	L3875	0
3248	L3876	0
3249	L3877	0
3250	L3879	0
3251	L3880	0
3252	L3881	1
3253	L3882	0
3254	L3883	0
3255	L3884	0
3256	L3885	0
3257	L3886	0
3258	L3888	0
3259	L3889	0
3260	L3891	0
3261	L3892	0
3262	L3894	0
3263	L3895	1
3264	L3896	0
3265	L3897	0
3266	L3898	1
3267	L3899	0
3268	L3900	0
3269	L3901	0
3270	L3902	0
3271	L3903	0
3272	L3905	0
3273	L3906	0
3274	L3907	0
3275	L3908	0
3276	L3909	0
3277	L3910	0
3278	L3911	0
3279	L3913	0
3280	L3914	0
3281	L3916	1
3282	L3917	0
3283	L3918	1
3284	L3919	0
3285	L3920	0
3286	L3921	0
3287	L3922	0
3288	L3923	0
3289	L3924	0
3290	L3925	0
3291	L3926	0
3292	L3927	0
3293	L3929	0
3294	L3931	0
3295	L3933	0
3296	L3935	0
3297	L3936	0
